LOYALTY_CARD_#,LIFESTAGE,PREMIUM_CUSTOMER
220311,Older Singles/Couples,Budget
220313,Older Singles/Couples,Mainstream
220314,Older Singles/Couples,Mainstream
220315,Older Families,Budget
220316,Older Singles/Couples,Budget
220317,Retirees,Premium
220318,Young Singles/Couples,Budget
220320,Young Singles/Couples,Premium
220321,Young Families,Budget
220322,Young Singles/Couples,Mainstream
220324,Young Singles/Couples,Mainstream
220326,Young Singles/Couples,Premium
220327,Young Families,Premium
220328,Older Singles/Couples,Mainstream
220329,Young Singles/Couples,Premium
220330,Midage Singles/Couples,Premium
220331,Older Singles/Couples,Mainstream
220333,Young Singles/Couples,Mainstream
220334,Older Families,Mainstream
220335,Young Singles/Couples,Budget
220336,Retirees,Mainstream
220337,Young Families,Premium
220338,Young Singles/Couples,Premium
220341,Older Families,Mainstream
220342,Older Families,Budget
220344,Older Singles/Couples,Budget
220345,Older Families,Budget
220347,Young Singles/Couples,Budget
220348,Retirees,Mainstream
220351,Young Families,Budget
220354,Older Families,Mainstream
220355,Retirees,Budget
220356,Older Singles/Couples,Mainstream
220358,Retirees,Mainstream
220360,Older Families,Premium
220362,Older Singles/Couples,Budget
220363,Retirees,Premium
220364,Midage Singles/Couples,Premium
220365,Young Singles/Couples,Budget
220366,Older Families,Mainstream
220368,Midage Singles/Couples,Premium
220369,Young Singles/Couples,Premium
220370,Young Families,Mainstream
220371,Young Singles/Couples,Budget
220373,Older Families,Budget
220374,Older Singles/Couples,Premium
220375,Young Singles/Couples,Mainstream
220376,Young Singles/Couples,Premium
220377,Young Singles/Couples,Premium
220378,Retirees,Budget
220379,Midage Singles/Couples,Premium
220384,Older Singles/Couples,Budget
220386,Older Families,Mainstream
220387,Older Families,Budget
220388,Young Singles/Couples,Budget
220389,Young Singles/Couples,Mainstream
220391,Retirees,Mainstream
220392,Young Families,Mainstream
220395,Young Singles/Couples,Mainstream
220397,Young Singles/Couples,Mainstream
220399,Older Singles/Couples,Mainstream
220400,Young Singles/Couples,Mainstream
220401,Retirees,Mainstream
220402,Older Singles/Couples,Premium
220403,Retirees,Mainstream
220404,Midage Singles/Couples,Budget
220405,Retirees,Mainstream
220406,Older Singles/Couples,Premium
220408,Older Families,Premium
220409,Older Singles/Couples,Premium
220410,Older Singles/Couples,Premium
220412,Retirees,Budget
220415,Retirees,Budget
220417,Retirees,Premium
220418,Older Singles/Couples,Mainstream
220421,Retirees,Budget
220425,Midage Singles/Couples,Premium
220426,Retirees,Premium
220427,Older Singles/Couples,Premium
220430,Young Singles/Couples,Premium
220432,Older Families,Budget
220433,Retirees,Mainstream
220434,Older Families,Budget
220435,Young Singles/Couples,Mainstream
220436,Retirees,Budget
220437,Young Families,Premium
220440,Older Singles/Couples,Premium
220442,Young Singles/Couples,Mainstream
220443,Older Families,Premium
220444,Young Singles/Couples,Mainstream
220445,Older Families,Premium
220446,Retirees,Premium
220448,Older Singles/Couples,Premium
220450,Retirees,Budget
220451,Young Singles/Couples,Mainstream
220454,Young Singles/Couples,Budget
220455,Young Singles/Couples,Mainstream
220456,Midage Singles/Couples,Budget
220457,Retirees,Budget
220460,Young Families,Budget
220463,Older Families,Budget
220464,Older Families,Budget
220465,Young Singles/Couples,Budget
220466,Midage Singles/Couples,Budget
220467,Young Singles/Couples,Premium
220471,Midage Singles/Couples,Premium
220473,Midage Singles/Couples,Budget
220475,Retirees,Premium
220476,Young Singles/Couples,Mainstream
220477,New Families,Premium
220478,Young Singles/Couples,Budget
220480,Older Singles/Couples,Mainstream
220481,Older Singles/Couples,Mainstream
220482,Older Singles/Couples,Budget
220485,Retirees,Budget
220486,Retirees,Mainstream
220488,Young Singles/Couples,Premium
220490,Young Singles/Couples,Mainstream
220492,Retirees,Mainstream
220493,Older Singles/Couples,Mainstream
220494,Older Families,Budget
221000,Young Singles/Couples,Budget
221001,Older Families,Mainstream
221002,Midage Singles/Couples,Premium
221003,Retirees,Mainstream
221004,Retirees,Budget
221005,Older Families,Mainstream
221006,Young Singles/Couples,Mainstream
221007,Older Families,Budget
221008,Young Singles/Couples,Mainstream
221009,Young Singles/Couples,Premium
221010,Older Singles/Couples,Premium
221011,Young Singles/Couples,Premium
221012,Older Singles/Couples,Budget
221013,Retirees,Budget
221014,Young Families,Budget
221015,Young Singles/Couples,Premium
221016,Young Singles/Couples,Budget
221017,Older Families,Premium
221018,Midage Singles/Couples,Mainstream
221019,Older Singles/Couples,Budget
221020,Retirees,Budget
221021,Young Families,Premium
221022,Older Singles/Couples,Budget
221023,Retirees,Mainstream
221024,Retirees,Mainstream
221025,Young Singles/Couples,Premium
221026,Young Families,Budget
221027,Older Families,Premium
221028,Young Singles/Couples,Mainstream
221029,Older Singles/Couples,Mainstream
221030,Retirees,Premium
221031,Midage Singles/Couples,Mainstream
221032,Older Singles/Couples,Premium
221033,Young Singles/Couples,Mainstream
221034,Older Singles/Couples,Mainstream
221035,Young Singles/Couples,Mainstream
221036,Older Singles/Couples,Budget
221037,Retirees,Budget
221038,Older Singles/Couples,Mainstream
221039,Older Families,Premium
221040,Young Singles/Couples,Premium
221041,Older Singles/Couples,Budget
221042,Retirees,Mainstream
221043,Older Singles/Couples,Premium
221044,Young Families,Premium
221045,Young Families,Budget
221046,New Families,Premium
221047,Young Families,Budget
221048,Young Singles/Couples,Mainstream
221049,Young Families,Budget
221050,Retirees,Budget
221051,Retirees,Mainstream
221052,Older Singles/Couples,Mainstream
221053,Midage Singles/Couples,Premium
221055,Older Singles/Couples,Premium
221056,Midage Singles/Couples,Mainstream
221057,New Families,Budget
221058,Older Singles/Couples,Premium
221059,Young Singles/Couples,Mainstream
221060,Young Families,Budget
221061,Older Families,Premium
221062,New Families,Mainstream
221063,Retirees,Premium
221064,Older Singles/Couples,Premium
221065,Young Singles/Couples,Premium
221066,Midage Singles/Couples,Mainstream
221067,Older Singles/Couples,Premium
221069,Midage Singles/Couples,Budget
221070,Young Singles/Couples,Mainstream
221071,Older Singles/Couples,Budget
221072,Older Singles/Couples,Premium
221073,Older Singles/Couples,Premium
221074,Retirees,Budget
221075,Older Singles/Couples,Mainstream
221076,Retirees,Mainstream
221077,Retirees,Mainstream
221078,Older Singles/Couples,Budget
221079,Young Families,Budget
221080,Young Singles/Couples,Budget
221081,Older Singles/Couples,Budget
221082,Midage Singles/Couples,Mainstream
221083,Midage Singles/Couples,Mainstream
221084,Older Singles/Couples,Budget
221085,Retirees,Mainstream
221086,Older Families,Mainstream
221087,Retirees,Premium
221088,Retirees,Budget
221089,Older Singles/Couples,Premium
221090,Retirees,Mainstream
221091,New Families,Budget
221092,Young Singles/Couples,Mainstream
221093,Retirees,Mainstream
221094,Older Singles/Couples,Premium
221095,Older Singles/Couples,Budget
221096,Older Families,Mainstream
221097,Retirees,Mainstream
221098,Older Singles/Couples,Budget
221099,Retirees,Mainstream
221100,Young Families,Budget
221101,Young Families,Mainstream
221102,Older Singles/Couples,Mainstream
221103,Young Singles/Couples,Mainstream
221104,Older Singles/Couples,Premium
221105,Young Families,Mainstream
221106,Older Singles/Couples,Premium
221107,Young Singles/Couples,Mainstream
221108,Retirees,Budget
221109,Retirees,Premium
221110,Young Singles/Couples,Mainstream
221111,Midage Singles/Couples,Premium
221112,Older Singles/Couples,Mainstream
221113,Young Singles/Couples,Mainstream
221114,Young Families,Budget
221115,Older Singles/Couples,Budget
221116,Older Singles/Couples,Premium
221117,Young Families,Budget
221118,Retirees,Budget
221119,Older Families,Budget
221120,Young Singles/Couples,Budget
221121,Young Families,Budget
221122,Retirees,Mainstream
221123,Midage Singles/Couples,Premium
221124,Young Singles/Couples,Mainstream
221125,Retirees,Budget
221126,Midage Singles/Couples,Mainstream
221127,Retirees,Budget
221128,Older Families,Mainstream
221129,Older Families,Premium
221130,Midage Singles/Couples,Mainstream
221131,Young Singles/Couples,Mainstream
221132,Older Families,Budget
221133,Older Singles/Couples,Mainstream
221134,Older Singles/Couples,Mainstream
221135,Young Families,Premium
221136,Young Singles/Couples,Mainstream
221137,Retirees,Premium
221138,Young Singles/Couples,Budget
221139,Young Singles/Couples,Mainstream
221140,Young Singles/Couples,Mainstream
221141,Young Singles/Couples,Premium
221142,Young Singles/Couples,Mainstream
221143,Retirees,Premium
221144,Retirees,Mainstream
221145,Older Singles/Couples,Mainstream
221146,Retirees,Mainstream
221147,Young Singles/Couples,Budget
221148,New Families,Budget
221149,Young Singles/Couples,Mainstream
221150,Retirees,Mainstream
221151,Older Singles/Couples,Mainstream
221153,Young Families,Mainstream
221154,Older Families,Budget
221155,Young Families,Premium
221156,Young Singles/Couples,Budget
221157,Older Singles/Couples,Premium
221158,Young Singles/Couples,Mainstream
221159,Older Singles/Couples,Budget
221160,Older Families,Budget
221161,Midage Singles/Couples,Mainstream
221162,Young Families,Budget
221164,Retirees,Premium
221165,Retirees,Mainstream
221166,Older Families,Budget
221167,Young Families,Mainstream
221168,Retirees,Mainstream
221169,Young Singles/Couples,Mainstream
221170,Older Families,Mainstream
221171,Older Singles/Couples,Mainstream
221172,Young Singles/Couples,Budget
221173,Retirees,Mainstream
221174,Young Families,Mainstream
221175,Young Singles/Couples,Mainstream
221176,Retirees,Budget
221177,Young Singles/Couples,Premium
221178,Midage Singles/Couples,Mainstream
221179,Midage Singles/Couples,Premium
221180,Young Families,Premium
221181,Midage Singles/Couples,Mainstream
221182,Young Singles/Couples,Premium
221183,Young Families,Budget
221184,Older Singles/Couples,Premium
221185,Older Singles/Couples,Budget
221186,Retirees,Premium
221187,Young Singles/Couples,Budget
221188,Retirees,Budget
221189,Retirees,Budget
221190,Older Families,Premium
221191,Midage Singles/Couples,Premium
221192,Young Singles/Couples,Mainstream
221193,Older Singles/Couples,Mainstream
221194,Retirees,Mainstream
221195,Retirees,Premium
221196,Older Families,Budget
221197,Young Singles/Couples,Mainstream
221198,Midage Singles/Couples,Premium
221199,New Families,Premium
221200,Young Singles/Couples,Mainstream
221201,New Families,Mainstream
221202,Young Families,Mainstream
221203,Older Families,Budget
221204,Retirees,Mainstream
221205,Retirees,Budget
221206,Young Families,Budget
221207,Young Singles/Couples,Premium
221208,Older Families,Mainstream
221209,Retirees,Premium
221210,Young Singles/Couples,Mainstream
221211,Young Singles/Couples,Budget
221212,Retirees,Mainstream
221213,Retirees,Mainstream
221214,Young Families,Budget
221215,Midage Singles/Couples,Mainstream
221217,Older Singles/Couples,Budget
221218,Midage Singles/Couples,Premium
221219,Midage Singles/Couples,Mainstream
221220,Older Families,Budget
221221,Young Families,Premium
221222,Young Singles/Couples,Mainstream
221223,Midage Singles/Couples,Budget
221224,Young Singles/Couples,Mainstream
221225,Retirees,Mainstream
221226,Older Singles/Couples,Premium
221227,Older Singles/Couples,Mainstream
221228,Older Singles/Couples,Premium
221229,Young Singles/Couples,Budget
221230,Young Singles/Couples,Budget
221231,Young Singles/Couples,Mainstream
221232,Retirees,Budget
221233,Young Singles/Couples,Mainstream
221234,Older Singles/Couples,Budget
221235,Young Singles/Couples,Mainstream
221236,Retirees,Mainstream
221237,Older Singles/Couples,Mainstream
221238,Young Singles/Couples,Mainstream
221239,New Families,Premium
221240,Older Families,Mainstream
221241,Older Singles/Couples,Premium
221242,Young Singles/Couples,Mainstream
221244,Older Families,Mainstream
221245,Older Singles/Couples,Budget
221246,Young Singles/Couples,Premium
221247,Retirees,Mainstream
221249,Young Singles/Couples,Mainstream
221250,Older Singles/Couples,Premium
221251,Young Singles/Couples,Budget
221252,Older Singles/Couples,Mainstream
221253,Midage Singles/Couples,Premium
221254,Midage Singles/Couples,Mainstream
221255,Young Singles/Couples,Budget
221256,Older Singles/Couples,Premium
221257,Retirees,Mainstream
221258,Retirees,Budget
221259,Midage Singles/Couples,Premium
221260,Young Singles/Couples,Mainstream
221261,Older Singles/Couples,Premium
221262,Midage Singles/Couples,Premium
221263,Young Singles/Couples,Mainstream
221264,Retirees,Mainstream
221265,Young Singles/Couples,Premium
221266,Retirees,Mainstream
221267,Older Families,Premium
221268,Retirees,Premium
221269,Young Families,Budget
221270,Retirees,Premium
221271,Older Singles/Couples,Premium
221272,Retirees,Premium
221273,Young Families,Budget
221274,Older Singles/Couples,Mainstream
221275,Retirees,Budget
221276,Retirees,Budget
221277,Young Singles/Couples,Mainstream
221278,Retirees,Premium
221279,Midage Singles/Couples,Mainstream
221280,Older Singles/Couples,Budget
221281,Retirees,Mainstream
221282,Older Families,Mainstream
221283,New Families,Premium
221285,Retirees,Mainstream
221286,Older Singles/Couples,Premium
221287,Retirees,Mainstream
221288,Retirees,Mainstream
221289,Retirees,Mainstream
221290,Older Families,Premium
221291,Older Singles/Couples,Premium
221292,Midage Singles/Couples,Mainstream
221293,Retirees,Mainstream
221294,Young Singles/Couples,Mainstream
221295,Young Singles/Couples,Mainstream
221296,Young Singles/Couples,Mainstream
221297,Older Families,Budget
221298,Retirees,Mainstream
221299,Older Singles/Couples,Mainstream
221300,Older Singles/Couples,Mainstream
221301,Retirees,Budget
221302,Retirees,Premium
221303,Retirees,Budget
221304,Older Families,Premium
221306,Retirees,Mainstream
221307,Retirees,Budget
221308,Young Singles/Couples,Mainstream
221309,Young Singles/Couples,Mainstream
221310,Young Singles/Couples,Mainstream
221311,Older Singles/Couples,Mainstream
221312,Young Singles/Couples,Mainstream
221313,Midage Singles/Couples,Mainstream
221314,Retirees,Mainstream
221315,Young Singles/Couples,Mainstream
221316,Young Singles/Couples,Mainstream
221317,Older Singles/Couples,Budget
221318,Older Families,Mainstream
221319,Young Singles/Couples,Mainstream
221320,Retirees,Budget
221321,Retirees,Budget
221323,Retirees,Premium
221324,Retirees,Budget
221325,Retirees,Premium
221326,Midage Singles/Couples,Premium
221327,Midage Singles/Couples,Mainstream
221328,Retirees,Mainstream
221329,Young Families,Budget
221330,Older Families,Budget
221331,Young Families,Budget
221332,Older Families,Budget
221333,Young Families,Mainstream
221334,Young Singles/Couples,Mainstream
221335,Young Families,Mainstream
221336,Young Singles/Couples,Mainstream
221337,Older Families,Mainstream
221338,Midage Singles/Couples,Mainstream
221339,Retirees,Budget
221340,Older Singles/Couples,Budget
221341,Older Singles/Couples,Premium
221342,Young Families,Mainstream
221343,Older Families,Mainstream
221344,Older Singles/Couples,Premium
221345,Retirees,Premium
221346,Older Singles/Couples,Budget
221347,Young Singles/Couples,Mainstream
221348,Retirees,Premium
221349,Older Families,Budget
221350,Young Singles/Couples,Budget
221351,Older Singles/Couples,Premium
221352,Retirees,Premium
221353,Young Families,Mainstream
221354,Midage Singles/Couples,Budget
221355,Retirees,Mainstream
221356,Retirees,Budget
221357,Older Families,Premium
221358,Midage Singles/Couples,Budget
221359,Young Singles/Couples,Budget
221360,Young Families,Mainstream
221361,Older Singles/Couples,Premium
221362,Older Singles/Couples,Premium
221363,Midage Singles/Couples,Mainstream
221364,Midage Singles/Couples,Mainstream
221365,Young Families,Mainstream
221366,Young Singles/Couples,Mainstream
221367,Retirees,Budget
221368,Young Singles/Couples,Budget
221369,Retirees,Premium
221370,Young Singles/Couples,Budget
221371,Retirees,Budget
221372,Young Singles/Couples,Mainstream
221373,Older Singles/Couples,Premium
221374,Older Singles/Couples,Premium
221375,Retirees,Mainstream
221376,Retirees,Budget
221377,Retirees,Mainstream
221378,Older Singles/Couples,Premium
221379,Young Singles/Couples,Premium
221380,Retirees,Budget
221381,Young Singles/Couples,Mainstream
221382,Older Singles/Couples,Budget
221383,Older Singles/Couples,Budget
221384,Older Singles/Couples,Budget
221385,Older Singles/Couples,Mainstream
221386,Older Singles/Couples,Premium
222000,Retirees,Mainstream
222001,Young Families,Mainstream
222002,Young Families,Budget
222003,Retirees,Mainstream
222004,Older Singles/Couples,Budget
222005,Young Families,Mainstream
222006,Older Families,Mainstream
222007,Midage Singles/Couples,Mainstream
222008,Older Families,Budget
222009,Retirees,Premium
222010,Older Families,Mainstream
222011,Young Singles/Couples,Budget
222012,Older Singles/Couples,Premium
222013,Older Families,Budget
222014,Retirees,Premium
222015,Retirees,Mainstream
222016,Young Families,Budget
222017,Retirees,Budget
222018,Midage Singles/Couples,Premium
222020,Older Singles/Couples,Mainstream
222021,Retirees,Budget
222022,Older Families,Premium
222023,Young Singles/Couples,Mainstream
222024,Young Families,Budget
222025,Retirees,Premium
222026,Retirees,Premium
222027,Retirees,Mainstream
222028,Older Singles/Couples,Mainstream
222029,Young Families,Mainstream
222030,Older Families,Budget
222031,Older Families,Premium
222032,Older Singles/Couples,Budget
222033,Young Families,Budget
222034,Young Singles/Couples,Premium
222035,Midage Singles/Couples,Premium
222036,Young Families,Budget
222037,Retirees,Budget
222038,Midage Singles/Couples,Premium
222039,Midage Singles/Couples,Mainstream
222040,Young Singles/Couples,Budget
222041,Young Singles/Couples,Mainstream
222042,Young Singles/Couples,Mainstream
222043,Retirees,Premium
222044,Young Singles/Couples,Mainstream
222045,Young Singles/Couples,Mainstream
222046,Older Families,Budget
222047,Retirees,Mainstream
222048,Older Families,Budget
222049,Young Families,Mainstream
222050,Retirees,Mainstream
222051,Young Singles/Couples,Premium
222052,Midage Singles/Couples,Premium
222053,Young Singles/Couples,Mainstream
222054,Young Singles/Couples,Mainstream
222055,Young Families,Budget
222056,Older Singles/Couples,Budget
222057,Young Families,Budget
222058,Older Singles/Couples,Mainstream
222059,Older Singles/Couples,Mainstream
222060,Older Families,Mainstream
222061,Midage Singles/Couples,Premium
222062,Young Singles/Couples,Budget
222063,Young Singles/Couples,Mainstream
222064,Older Singles/Couples,Mainstream
222065,Older Singles/Couples,Mainstream
222066,Retirees,Mainstream
222067,Young Singles/Couples,Premium
222068,Young Singles/Couples,Mainstream
222069,Midage Singles/Couples,Premium
222070,Older Families,Budget
222071,Young Singles/Couples,Mainstream
222072,Older Families,Premium
222073,Older Singles/Couples,Mainstream
222074,Midage Singles/Couples,Mainstream
222075,Older Singles/Couples,Mainstream
222076,Older Families,Budget
222077,Older Singles/Couples,Budget
222078,Older Families,Mainstream
222079,Midage Singles/Couples,Budget
222080,Older Families,Mainstream
222081,Young Families,Budget
222082,Young Families,Budget
222083,Older Singles/Couples,Premium
222084,Midage Singles/Couples,Budget
222085,Midage Singles/Couples,Premium
222086,New Families,Budget
222087,Older Families,Premium
222088,Older Singles/Couples,Premium
222089,Older Families,Budget
222090,Retirees,Premium
222091,Retirees,Mainstream
222092,Midage Singles/Couples,Mainstream
222093,Retirees,Premium
222094,Older Singles/Couples,Mainstream
222095,Older Singles/Couples,Mainstream
222096,Older Singles/Couples,Budget
222097,Young Families,Mainstream
222098,Older Families,Budget
222099,Retirees,Premium
222100,Midage Singles/Couples,Premium
222101,Older Singles/Couples,Premium
222102,Older Families,Mainstream
222103,Young Families,Premium
222104,Midage Singles/Couples,Premium
222105,Older Singles/Couples,Mainstream
222106,Young Singles/Couples,Premium
222107,Young Families,Budget
222108,Retirees,Budget
222109,Young Families,Mainstream
222110,Retirees,Budget
222111,New Families,Premium
222112,Older Singles/Couples,Mainstream
222113,Retirees,Budget
222114,Older Singles/Couples,Budget
222115,Young Families,Budget
222116,Retirees,Mainstream
222117,Older Families,Mainstream
222118,New Families,Mainstream
222119,Young Singles/Couples,Premium
222120,Young Families,Budget
222121,Young Families,Budget
222122,Older Families,Budget
222123,Young Families,Premium
222124,Retirees,Budget
222125,Young Families,Premium
222126,Older Singles/Couples,Premium
222127,Older Families,Premium
222128,Midage Singles/Couples,Mainstream
222129,Older Families,Premium
222130,Young Families,Mainstream
222131,Older Families,Mainstream
222132,Older Singles/Couples,Premium
222133,Retirees,Mainstream
222134,Retirees,Mainstream
222135,Retirees,Mainstream
222136,Older Singles/Couples,Budget
222137,Retirees,Budget
222138,Retirees,Premium
222139,Older Singles/Couples,Budget
222140,Older Singles/Couples,Mainstream
222141,Older Singles/Couples,Budget
222142,Retirees,Premium
222143,Young Families,Budget
222144,Young Families,Budget
222145,Older Singles/Couples,Budget
222146,Midage Singles/Couples,Mainstream
222147,Older Families,Mainstream
222148,Older Families,Premium
222149,Young Families,Mainstream
222150,Older Families,Budget
222151,Young Families,Premium
222152,Young Singles/Couples,Budget
222153,Retirees,Mainstream
222154,Young Singles/Couples,Mainstream
222155,Older Families,Premium
222156,Retirees,Budget
222157,Older Singles/Couples,Premium
222158,Young Singles/Couples,Mainstream
222159,Young Singles/Couples,Budget
222160,Retirees,Budget
222161,Retirees,Mainstream
222162,Young Singles/Couples,Premium
222163,Retirees,Mainstream
222164,Midage Singles/Couples,Mainstream
222165,Retirees,Mainstream
222166,Older Families,Budget
222167,Older Singles/Couples,Premium
222168,Retirees,Mainstream
222169,Older Families,Budget
222170,Retirees,Mainstream
222171,Young Families,Budget
222172,New Families,Premium
222173,Older Families,Mainstream
222174,Older Families,Budget
222175,Older Singles/Couples,Mainstream
222176,Older Families,Budget
222177,Older Families,Mainstream
222179,Young Singles/Couples,Mainstream
222180,Young Families,Mainstream
222181,Older Families,Budget
222182,Retirees,Budget
222183,Midage Singles/Couples,Mainstream
222184,Retirees,Premium
222185,Young Families,Premium
222186,Older Families,Mainstream
222187,Older Singles/Couples,Premium
222188,Older Singles/Couples,Budget
222189,Older Families,Premium
222190,Young Families,Mainstream
222191,Older Families,Budget
222192,Retirees,Mainstream
222193,Retirees,Premium
222194,Older Families,Mainstream
222195,New Families,Mainstream
222196,Older Families,Budget
222197,Young Families,Mainstream
222198,Older Families,Mainstream
222199,Young Families,Budget
222200,Young Families,Budget
222201,Midage Singles/Couples,Mainstream
222202,Retirees,Mainstream
222203,New Families,Premium
222204,Retirees,Mainstream
222205,Older Families,Budget
222206,Young Families,Budget
222207,Retirees,Budget
222208,Older Singles/Couples,Budget
222209,Midage Singles/Couples,Budget
222210,Young Singles/Couples,Mainstream
222211,Retirees,Budget
222212,Retirees,Mainstream
222213,Older Families,Budget
222214,Young Families,Mainstream
222215,Older Families,Budget
222216,Young Families,Premium
222217,Older Singles/Couples,Mainstream
222218,Retirees,Premium
222219,Young Singles/Couples,Budget
222220,Midage Singles/Couples,Budget
222221,Retirees,Mainstream
222222,Young Families,Budget
222223,Older Singles/Couples,Mainstream
222224,Young Families,Mainstream
222225,Older Families,Budget
222226,Older Singles/Couples,Mainstream
222227,Retirees,Premium
222228,New Families,Mainstream
222229,Young Singles/Couples,Budget
222230,Young Singles/Couples,Mainstream
222231,Older Singles/Couples,Premium
222232,Older Singles/Couples,Budget
222233,Young Families,Budget
222234,Older Families,Budget
222235,Young Families,Mainstream
222236,Young Families,Budget
222237,Young Singles/Couples,Premium
222238,Older Singles/Couples,Budget
222239,Retirees,Premium
222240,Retirees,Budget
222241,Young Families,Mainstream
222242,Older Families,Mainstream
222243,Older Families,Budget
222244,Young Families,Premium
223000,Young Families,Mainstream
223001,Midage Singles/Couples,Premium
223002,Young Families,Mainstream
223003,Young Families,Premium
223004,Retirees,Mainstream
223005,Retirees,Budget
223006,Older Families,Mainstream
223007,Young Singles/Couples,Mainstream
223008,Young Families,Premium
223009,Older Singles/Couples,Premium
223010,Older Families,Premium
223011,Young Singles/Couples,Mainstream
223012,Midage Singles/Couples,Mainstream
223013,Retirees,Premium
223014,Older Singles/Couples,Budget
223015,Young Singles/Couples,Mainstream
223016,Young Families,Mainstream
223017,Older Families,Budget
223018,New Families,Budget
223019,Older Families,Budget
223020,Retirees,Premium
223021,Retirees,Mainstream
223022,Older Singles/Couples,Mainstream
223023,Older Families,Budget
223024,Older Families,Mainstream
223025,Young Families,Mainstream
223026,Older Singles/Couples,Premium
223027,Young Families,Premium
223028,Midage Singles/Couples,Mainstream
223029,Older Families,Mainstream
223030,Retirees,Mainstream
223031,Young Singles/Couples,Budget
223032,Midage Singles/Couples,Budget
223033,Young Singles/Couples,Budget
223034,Young Singles/Couples,Budget
223035,Retirees,Mainstream
223036,Midage Singles/Couples,Mainstream
223037,Older Singles/Couples,Mainstream
223038,Retirees,Premium
223039,Older Singles/Couples,Premium
223040,Young Singles/Couples,Mainstream
223041,Older Singles/Couples,Budget
223042,Young Singles/Couples,Budget
223043,Young Families,Budget
223044,Young Families,Budget
223045,Retirees,Premium
223046,Older Singles/Couples,Premium
223047,Midage Singles/Couples,Mainstream
223048,Young Families,Budget
223049,Young Singles/Couples,Mainstream
223050,Older Families,Budget
223051,Older Singles/Couples,Mainstream
223052,Older Singles/Couples,Premium
223053,Older Families,Budget
223054,Older Singles/Couples,Budget
223055,Retirees,Premium
223056,Older Singles/Couples,Mainstream
223057,Young Singles/Couples,Mainstream
223058,Older Singles/Couples,Budget
223059,Retirees,Budget
223060,Older Singles/Couples,Premium
223061,Older Families,Mainstream
223062,Midage Singles/Couples,Budget
223063,Midage Singles/Couples,Premium
223064,New Families,Mainstream
223065,Older Singles/Couples,Mainstream
223066,Young Families,Budget
223067,Older Families,Mainstream
223068,Older Singles/Couples,Premium
223069,Retirees,Budget
223070,Older Singles/Couples,Budget
223071,Young Families,Premium
223072,Midage Singles/Couples,Mainstream
223073,Midage Singles/Couples,Mainstream
223074,Older Families,Budget
223075,Older Families,Budget
223076,Older Singles/Couples,Budget
223077,Older Singles/Couples,Premium
223078,Retirees,Mainstream
223079,Young Families,Budget
223080,Older Singles/Couples,Premium
223081,Retirees,Budget
223082,Older Families,Budget
223083,Retirees,Budget
223084,Young Families,Budget
223085,Young Families,Mainstream
223086,Young Singles/Couples,Mainstream
223087,Retirees,Budget
223088,Young Families,Mainstream
223089,Young Singles/Couples,Mainstream
223090,Older Singles/Couples,Budget
223091,Young Families,Budget
223092,Older Families,Budget
223093,Older Families,Budget
223094,Older Families,Budget
223095,Young Families,Budget
223096,Young Families,Mainstream
223097,Young Families,Premium
223098,Retirees,Budget
223099,Retirees,Mainstream
223100,Midage Singles/Couples,Mainstream
223101,Young Families,Mainstream
223102,Retirees,Budget
223103,Young Families,Budget
223104,Older Families,Mainstream
223105,Young Families,Budget
223106,Young Singles/Couples,Mainstream
223107,Retirees,Mainstream
223108,Older Families,Budget
223109,Retirees,Mainstream
223110,Retirees,Budget
223111,Midage Singles/Couples,Premium
223112,Young Families,Mainstream
223113,Older Families,Mainstream
223114,Young Singles/Couples,Mainstream
223115,Young Families,Mainstream
223116,Older Families,Premium
223117,Young Singles/Couples,Budget
223118,Older Families,Budget
223119,Midage Singles/Couples,Budget
223120,Older Families,Mainstream
223121,Retirees,Premium
223122,Older Singles/Couples,Mainstream
223123,Older Singles/Couples,Premium
223124,Retirees,Premium
223125,Older Singles/Couples,Mainstream
223126,Retirees,Budget
223127,Retirees,Mainstream
223128,Retirees,Premium
223129,Young Singles/Couples,Premium
223130,Midage Singles/Couples,Budget
223131,Midage Singles/Couples,Mainstream
223132,Retirees,Premium
223133,Young Families,Premium
223134,Young Families,Budget
223135,Older Families,Mainstream
223136,Retirees,Mainstream
223137,Young Families,Mainstream
223138,Older Families,Premium
223139,Older Families,Mainstream
223140,Older Families,Mainstream
223141,Young Families,Premium
223142,Older Singles/Couples,Budget
223143,Young Singles/Couples,Premium
223144,Older Families,Budget
223145,Older Families,Mainstream
223146,Older Families,Mainstream
223147,Retirees,Budget
223148,Young Families,Premium
223149,Young Singles/Couples,Mainstream
223150,Young Families,Mainstream
223151,Young Families,Budget
223152,Older Singles/Couples,Mainstream
223153,Young Families,Premium
223154,Young Singles/Couples,Mainstream
223155,New Families,Mainstream
223156,Young Singles/Couples,Mainstream
223157,Older Singles/Couples,Mainstream
223158,Older Families,Budget
223159,Retirees,Premium
223160,Young Families,Budget
223161,New Families,Budget
223162,Young Singles/Couples,Mainstream
223163,Young Families,Premium
223164,Young Families,Budget
223165,Young Families,Mainstream
223166,Retirees,Budget
223167,Young Families,Budget
223168,Older Families,Premium
223169,Midage Singles/Couples,Budget
223170,Older Singles/Couples,Premium
223171,Retirees,Premium
223172,Retirees,Budget
223173,Older Singles/Couples,Mainstream
223174,Young Singles/Couples,Mainstream
223175,Older Singles/Couples,Premium
